Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
30,,2021-12-17,32-094,MIA,@,ORL,W (+10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
31,,2021-12-19,32-096,MIA,@,DET,L (-10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
32,,2021-12-21,32-098,MIA,,IND,W (+29),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
33,,2021-12-23,32-100,MIA,,DET,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
34,19,2021-12-26,32-103,MIA,,ORL,W (+10),1,34:57,5,14,.357,0,1,.000,7,9,.778,6,5,11,5,3,0,2,1,17,18.2,+16
35,20,2021-12-28,32-105,MIA,,WAS,W (+7),1,35:38,8,16,.500,0,0,,9,9,1.000,2,6,8,15,2,2,4,1,25,29.7,+7
36,21,2021-12-31,32-108,MIA,@,HOU,W (+10),1,35:18,12,21,.571,2,3,.667,11,11,1.000,0,1,1,2,1,2,0,0,37,31.2,+6
37,22,2022-01-02,32-110,MIA,@,SAC,L (-2),1,36:04,9,22,.409,1,6,.167,2,2,1.000,3,3,6,5,0,0,2,0,21,13.7,-12
38,23,2022-01-03,32-111,MIA,@,GSW,L (-7),1,27:44,7,14,.500,2,3,.667,6,6,1.000,3,2,5,3,0,0,2,0,22,17.8,-13
39,,2022-01-05,32-113,MIA,@,POR,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
40,,2022-01-08,32-116,MIA,@,PHO,W (+23),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,,2022-01-12,32-120,MIA,@,ATL,W (+24),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
42,24,2022-01-14,32-122,MIA,,ATL,W (+6),1,32:33,7,13,.538,0,0,,9,9,1.000,1,2,3,10,2,1,2,2,23,24.9,+19
