Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
60,43,2022-02-27,37-059,LAL,,NOP,L (-28),1,35:35,13,23,.565,1,4,.250,5,5,1.000,0,6,6,3,2,2,7,2,32,20.6,-22
61,44,2022-03-01,37-061,LAL,,DAL,L (-5),1,38:12,10,18,.556,3,7,.429,3,5,.600,0,12,12,5,1,0,4,2,26,19.9,+7
62,45,2022-03-03,37-063,LAL,@,LAC,L (-21),1,37:04,8,18,.444,2,9,.222,8,10,.800,1,7,8,4,0,1,4,2,26,17.3,-27
63,46,2022-03-05,37-065,LAL,,GSW,W (+8),1,38:33,19,31,.613,6,11,.545,12,13,.923,2,8,10,3,0,1,4,0,56,44.1,+13
64,,2022-03-07,37-067,LAL,@,SAS,L (-7),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
65,47,2022-03-09,37-069,LAL,@,HOU,L (-9),1,45:16,9,26,.346,1,9,.111,4,6,.667,2,12,14,12,1,4,5,1,23,19.4,-17
66,48,2022-03-11,37-071,LAL,,WAS,W (+13),1,35:42,18,25,.720,6,9,.667,8,8,1.000,0,7,7,6,0,1,3,3,50,42.5,+22
67,49,2022-03-13,37-073,LAL,@,PHO,L (-29),1,30:12,10,20,.500,5,11,.455,6,7,.857,0,7,7,6,0,1,4,0,31,23.6,-16
68,50,2022-03-14,37-074,LAL,,TOR,L (-11),1,40:20,11,19,.579,4,7,.571,4,7,.571,3,6,9,3,0,2,5,4,30,20.7,-21
69,51,2022-03-16,37-076,LAL,@,MIN,L (-20),1,37:04,8,21,.381,1,8,.125,2,5,.400,0,5,5,4,1,2,5,5,19,6.0,-19
70,52,2022-03-18,37-078,LAL,@,TOR,W (+5),1,44:41,15,26,.577,2,7,.286,4,7,.571,4,5,9,7,0,2,3,2,36,29.4,-5
71,53,2022-03-19,37-079,LAL,@,WAS,L (-8),1,35:53,16,29,.552,4,10,.400,2,3,.667,2,8,10,6,0,0,2,3,38,28.5,+1
72,54,2022-03-21,37-081,LAL,@,CLE,W (+11),1,40:36,17,29,.586,0,4,.000,4,4,1.000,1,9,10,12,1,1,3,0,38,35.0,+9
73,,2022-03-23,37-083,LAL,,PHI,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
74,55,2022-03-27,37-087,LAL,@,NOP,L (-8),1,41:38,14,27,.519,7,13,.538,4,6,.667,1,8,9,5,0,1,4,1,39,27.8,-9
75,,2022-03-29,37-089,LAL,@,DAL,L (-18),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
76,,2022-03-31,37-091,LAL,@,UTA,L (-13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
77,56,2022-04-01,37-092,LAL,,NOP,L (-3),1,39:31,13,23,.565,3,8,.375,9,12,.750,0,8,8,4,1,0,6,3,38,24.9,-2
78,,2022-04-03,37-094,LAL,,DEN,L (-11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
79,,2022-04-05,37-096,LAL,@,PHO,L (-11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
80,,2022-04-07,37-098,LAL,@,GSW,L (-16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
81,,2022-04-08,37-099,LAL,,OKC,W (+19),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
82,,2022-04-10,37-101,LAL,@,DEN,W (+5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
