Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
18,15,2021-11-27,22-272,DAL,,WAS,L (-6),1,36:47,13,25,.520,3,9,.333,4,7,.571,0,4,4,10,0,0,4,3,33,22.5,-11
19,16,2021-11-29,22-274,DAL,,CLE,L (-18),1,33:10,9,21,.429,7,11,.636,0,4,.000,2,8,10,10,1,0,4,2,25,19.3,-20
20,17,2021-12-01,22-276,DAL,@,NOP,W (+32),1,27:27,11,16,.688,2,5,.400,4,4,1.000,1,3,4,14,1,0,8,1,28,25.2,+29
21,18,2021-12-03,22-278,DAL,,NOP,L (-16),1,34:51,7,20,.350,0,6,.000,7,9,.778,1,9,10,7,0,0,7,4,21,8.7,-10
22,,2021-12-04,22-279,DAL,,MEM,L (-7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,19,2021-12-07,22-282,DAL,,BRK,L (-3),1,36:33,9,21,.429,3,11,.273,7,8,.875,1,5,6,9,0,0,1,5,28,22.0,-2
24,20,2021-12-08,22-283,DAL,@,MEM,W (+8),1,35:55,10,19,.526,5,10,.500,1,2,.500,0,8,8,7,1,0,9,1,26,15.2,+18
25,21,2021-12-10,22-285,DAL,@,IND,L (-13),1,36:53,11,25,.440,1,8,.125,4,4,1.000,2,7,9,9,1,1,3,4,27,20.8,-9
26,,2021-12-12,22-287,DAL,@,OKC,W (+19),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
27,,2021-12-13,22-288,DAL,,CHO,W (+24),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,,2021-12-15,22-290,DAL,,LAL,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
29,,2021-12-19,22-294,DAL,@,MIN,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
30,,2021-12-21,22-296,DAL,,MIN,W (+12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
31,,2021-12-23,22-298,DAL,,MIL,L (-7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
32,,2021-12-25,22-300,DAL,@,UTA,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
33,,2021-12-27,22-302,DAL,@,POR,W (+15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
